date,pool_id,day,shrimp_survival_proportion,shrimp_population,shrimp_grown,shrimp_biomass,food_amount,food_type,feeder_type
04/10/19,7,71,58.00 %,"460,520",15.82,"7,285.43",200.00,OPL 35 % # 5,AA/platos
05/10/19,7,72,57.90 %,"459,726",16.15,"7,424.57",200.00,OPL 35 % # 5,AA/platos
06/10/19,7,73,57.80 %,"458,932",16.48,"7,563.20",0.00,OPL 35 % # 5,AA/platos
07/10/19,7,74,57.00 %,"452,580",16.80,"7,603.34",200.00,OPL 35 % # 5,AA/platos
08/10/19,7,75,56.20 %,"446,228",17.20,"7,675.12",200.00,OPL 35 % # 5,AA/platos
09/10/19,7,76,55.40 %,"439,876",17.60,"7,741.82",200.00,OPL 35 % # 5,AA/platos
10/10/19,7,77,54.60 %,"433,524",18.00,"7,803.43",200.00,OPL 35 % # 5,AA/platos
11/10/19,7,78,53.90 %,"427,966",18.50,"7,917.37",200.00,OPL 35 % # 5,AA/platos
12/10/19,7,79,53.30 %,"423,202",19.00,"8,040.84",200.00,OPL 35 % # 5,AA/platos
13/10/19,7,80,52.80 %,"419,232",19.50,"8,175.02",0.00,OPL 35 % # 5,AA/platos
14/10/19,7,81,52.30 %,"415,262",20.00,"8,305.24",200.00,OPL 35 % # 5,AA/platos
15/10/19,7,82,51.80 %,"411,292",20.33,"8,361.57",200.00,OPL 35 % # 5,AA/platos
16/10/19,7,83,51.30 %,"407,322",20.66,"8,415.27",200.00,OPL 35 % # 5,AA/platos
17/10/19,7,84,51.00 %,"404,940",21.00,"8,503.74",225.00,OPL 35 % # 5,AA/platos
18/10/19,7,85,49.80 %,"395,412",21.37,"8,449.95",225.00,OPL 35 % # 5,AA/platos
19/10/19,7,86,48.60 %,"385,884",21.40,"8,257.92",225.00,OPL 35 % # 5,AA/platos
20/10/19,7,87,47.40 %,"376,356",21.60,"8,129.29",0.00,OPL 35 % # 5,AA/platos
21/10/19,7,88,46.20 %,"366,828",21.80,"7,996.85",225.00,OPL 35 % # 5,AA/platos
22/10/19,7,89,45.40 %,"360,476",22.00,"7,930.47",0.00,OPL 35 % # 5,AA/platos
25/07/19,8,-1,100.00 %,"784,500",0.19,149.06,0.00,NA,NA
26/07/19,8,1,98.00 %,"768,810",0.22,169.14,30.00,NW 38 % # 3,Boleo
27/07/19,8,2,97.75 %,"766,849",0.25,191.71,50.00,NW 38 % # 3,Boleo
28/07/19,8,3,97.50 %,"764,888",0.30,229.47,50.00,NW 38 % # 3,Boleo
29/07/19,8,4,97.25 %,"762,926",0.35,267.02,50.00,NW 38 % # 3,Boleo
30/07/19,8,5,97.00 %,"760,965",0.40,304.39,60.00,NW 38 % # 3,Boleo
31/07/19,8,6,96.75 %,"759,004",0.45,341.55,80.00,NW 38 % # 3,Boleo
01/08/19,8,7,96.50 %,"757,043",0.52,393.66,100.00,NW 38 % # 3,Boleo
02/08/19,8,8,96.25 %,"755,081",0.64,483.25,100.00,NW 38 % # 3,Boleo/Platos
03/08/19,8,9,96.00 %,"753,120",0.76,572.37,110.00,NW 35 % # 4,Boleo/Platos
04/08/19,8,10,95.75 %,"751,159",0.88,661.02,115.00,NW 35 % # 4,Boleo/Platos
05/08/19,8,11,95.50 %,"749,198",1.10,824.12,125.00,NW 35 % # 4,Boleo/Platos
06/08/19,8,12,95.25 %,"747,236",1.20,896.68,125.00,NW 35 % # 4,Boleo/Platos
07/08/19,8,13,95.00 %,"745,275",1.33,991.22,125.00,NW 35 % # 4,Boleo/Platos
08/08/19,8,14,94.50 %,"741,353",1.53,"1,134.27",125.00,NW 35 % # 4,Boleo/Platos
09/08/19,8,15,94.00 %,"737,430",1.78,"1,312.63",130.00,OPL 35 % # 5,AA/platos
10/08/19,8,16,93.50 %,"733,508",2.05,"1,503.69",130.00,OPL 35 % # 5,AA/platos
11/08/19,8,17,93.00 %,"729,585",2.30,"1,678.05",0.00,OPL 35 % # 5,AA/platos
12/08/19,8,18,93.50 %,"733,508",2.56,"1,877.78",130.00,OPL 35 % # 5,AA/platos
13/08/19,8,19,93.00 %,"729,585",2.70,"1,969.88",160.00,OPL 35 % # 5,AA/platos
14/08/19,8,20,92.50 %,"725,663",2.84,"2,060.88",160.00,OPL 35 % # 5,AA/platos
15/08/19,8,21,92.00 %,"721,740",2.98,"2,150.79",160.00,OPL 35 % # 5,AA/platos
16/08/19,8,22,91.50 %,"717,818",3.20,"2,297.02",175.00,OPL 35 % # 5,AA/platos
17/08/19,8,23,90.84 %,"712,640",3.42,"2,437.23",175.00,OPL 35 % # 5,AA/platos
18/08/19,8,24,90.18 %,"707,462",3.64,"2,575.16",100.00,OPL 35 % # 5,AA/platos
19/08/19,8,25,89.52 %,"702,284",3.87,"2,717.84",175.00,OPL 35 % # 5,AA/platos
20/08/19,8,26,88.86 %,"697,107",3.98,"2,774.48",175.00,OPL 35 % # 5,AA/platos
21/08/19,8,27,88.20 %,"691,929",4.09,"2,829.99",175.00,OPL 35 % # 5,AA/platos
22/08/19,8,28,87.54 %,"686,751",4.20,"2,884.36",200.00,OPL 35 % # 5,AA/platos
23/08/19,8,29,86.88 %,"681,574",4.46,"3,039.82",200.00,OPL 35 % # 5,AA/platos
24/08/19,8,30,86.18 %,"676,082",4.70,"3,177.59",200.00,OPL 35 % # 5,AA/platos
25/08/19,8,31,85.48 %,"670,591",4.98,"3,339.54",0.00,OPL 35 % # 5,AA/platos
26/08/19,8,32,84.88 %,"665,884",5.24,"3,489.23",200.00,OPL 35 % # 5,AA/platos
27/08/19,8,33,84.08 %,"659,608",5.55,"3,660.82",200.00,OPL 35 % # 5,AA/platos
28/08/19,8,34,83.38 %,"654,116",5.86,"3,833.12",225.00,OPL 35 % # 5,AA/platos
29/08/19,8,35,82.68 %,"648,625",6.17,"4,002.01",225.00,OPL 35 % # 5,AA/platos
30/08/19,8,36,82.18 %,"644,702",6.38,"4,113.20",225.00,OPL 35 % # 5,AA/platos
31/08/19,8,37,81.88 %,"642,349",6.60,"4,239.50",225.00,OPL 35 % # 5,AA/platos
01/09/19,8,38,81.58 %,"639,995",6.82,"4,364.77",0.00,OPL 35 % # 5,AA/platos
02/09/19,8,39,81.28 %,"637,642",7.04,"4,489.00",225.00,OPL 35 % # 5,AA/platos
03/09/19,8,40,80.98 %,"635,288",7.39,"4,694.78",225.00,OPL 35 % # 5,AA/platos
04/09/19,8,41,80.68 %,"632,935",7.74,"4,898.91",225.00,OPL 35 % # 5,AA/platos
05/09/19,8,42,80.08 %,"628,228",8.09,"5,082.36",225.00,OPL 35 % # 5,AA/platos
06/09/19,8,43,79.86 %,"626,502",8.32,"5,212.49",225.00,OPL 35 % # 5,AA/platos
07/09/19,8,44,79.64 %,"624,776",8.55,"5,341.83",225.00,OPL 35 % # 5,AA/platos
08/09/19,8,45,79.42 %,"623,050",8.77,"5,464.15",0.00,OPL 35 % # 5,AA/platos
09/09/19,8,46,79.20 %,"621,324",9.00,"5,591.92",225.00,OPL 35 % # 5,AA/platos
10/09/19,8,47,78.98 %,"619,598",9.25,"5,731.28",225.00,OPL 35 % # 5,AA/platos
11/09/19,8,48,78.76 %,"617,872",9.50,"5,869.79",0.00,OPL 35 % # 5,AA/platos
12/09/19,8,49,78.54 %,"616,146",9.70,"5,976.62",175.00,OPL 35 % # 5,AA/platos
13/09/19,8,50,78.32 %,"614,420",10.03,"6,162.64",175.00,OPL 35 % # 5,AA/platos
14/09/19,8,51,78.10 %,"612,695",10.35,"6,341.39",175.00,OPL 35 % # 5,AA/platos
15/09/19,8,52,77.88 %,"610,969",10.68,"6,525.14",0.00,OPL 35 % # 5,AA/platos
16/09/19,8,53,77.66 %,"609,243",11.00,"6,701.67",175.00,OPL 35 % # 5,AA/platos
17/09/19,8,54,77.44 %,"607,517",11.33,"6,883.17",200.00,OPL 35 % # 5,AA/platos
18/09/19,8,55,77.22 %,"605,791",11.66,"7,063.52",225.00,OPL 35 % # 5,AA/platos
19/09/19,8,56,77.00 %,"604,065",12.00,"7,248.78",225.00,OPL 35 % # 5,AA/platos
20/09/19,8,57,76.78 %,"602,339",12.28,"7,396.72",225.00,OPL 35 % # 5,AA/platos
21/09/19,8,58,76.56 %,"600,613",12.55,"7,537.70",225.00,OPL 35 % # 5,AA/platos
22/09/19,8,59,76.34 %,"598,887",12.83,"7,683.72",0.00,OPL 35 % # 5,AA/platos
23/09/19,8,60,76.12 %,"597,161",13.10,"7,822.81",225.00,OPL 35 % # 5,AA/platos
24/09/19,8,61,75.90 %,"595,436",13.40,"7,978.84",225.00,OPL 35 % # 5,AA/platos
25/09/19,8,62,75.68 %,"593,710",13.70,"8,133.82",250.00,OPL 35 % # 5,AA/platos
26/09/19,8,63,75.46 %,"591,984",14.00,"8,287.77",250.00,OPL 35 % # 5,AA/platos
27/09/19,8,64,74.16 %,"581,785",14.28,"8,307.89",250.00,OPL 35 % # 5,AA/platos
28/09/19,8,65,72.86 %,"571,587",14.55,"8,316.59",250.00,OPL 35 % # 5,AA/platos
29/09/19,8,66,71.56 %,"561,388",14.83,"8,325.39",0.00,OPL 35 % # 5,AA/platos
30/09/19,8,67,70.26 %,"551,190",15.10,"8,322.96",250.00,OPL 35 % # 5,AA/platos
01/10/19,8,68,68.96 %,"540,991",15.40,"8,331.26",250.00,OPL 35 % # 5,AA/platos
02/10/19,8,69,67.66 %,"530,793",15.70,"8,333.45",250.00,OPL 35 % # 5,AA/platos
03/10/19,8,70,66.00 %,"517,770",16.00,"8,284.32",250.00,OPL 35 % # 5,AA/platos
04/10/19,8,71,65.72 %,"515,573",16.30,"8,403.85",250.00,OPL 35 % # 5,AA/platos
05/10/19,8,72,65.44 %,"513,377",16.60,"8,522.05",250.00,OPL 35 % # 5,AA/platos
06/10/19,8,73,65.16 %,"511,180",16.90,"8,638.95",0.00,OPL 35 % # 5,AA/platos
07/10/19,8,74,64.88 %,"508,984",17.20,"8,754.52",225.00,OPL 35 % # 5,AA/platos
08/10/19,8,75,64.60 %,"506,787",17.55,"8,894.11",250.00,OPL 35 % # 5,AA/platos
09/10/19,8,76,64.32 %,"504,590",17.95,"9,057.40",250.00,OPL 35 % # 5,AA/platos
10/10/19,8,77,64.00 %,"502,080",18.30,"9,188.06",275.00,OPL 35 % # 5,AA/platos
11/10/19,8,78,63.72 %,"499,883",18.50,"9,247.84",275.00,OPL 35 % # 5,AA/platos
12/10/19,8,79,63.44 %,"497,687",18.75,"9,331.63",275.00,OPL 35 % # 5,AA/platos
13/10/19,8,80,63.16 %,"495,490",19.00,"9,414.31",0.00,OPL 35 % # 5,AA/platos
14/10/19,8,81,62.88 %,"493,294",19.20,"9,471.24",275.00,OPL 35 % # 5,AA/platos
15/10/19,8,82,62.60 %,"491,097",19.63,"9,640.23",275.00,OPL 35 % # 5,AA/platos
16/10/19,8,83,62.32 %,"488,900",20.15,"9,851.34",275.00,OPL 35 % # 5,AA/platos
17/10/19,8,84,62.00 %,"486,390",20.50,"9,971.00",275.00,OPL 35 % # 5,AA/platos
18/10/19,8,85,61.72 %,"484,193",21.00,"10,168.06",275.00,OPL 35 % # 5,AA/platos
19/10/19,8,86,61.64 %,"483,566",21.50,"10,396.66",275.00,OPL 35 % # 5,AA/platos
20/10/19,8,87,61.56 %,"482,938",22.10,"10,672.93",0.00,OPL 35 % # 5,AA/platos
21/10/19,8,88,61.48 %,"482,311",22.60,"10,900.22",275.00,OPL 35 % # 5,AA/platos
22/10/19,8,89,61.40 %,"481,683",22.70,"10,934.20",275.00,OPL 35 % # 5,AA/platos
23/10/19,8,90,61.32 %,"481,055",22.90,"11,016.17",275.00,OPL 35 % # 5,AA/platos
24/10/19,8,91,61.00 %,"478,545",23.00,"11,006.54",275.00,OPL 35 % # 5,AA/platos
25/10/19,8,92,60.72 %,"476,348",23.25,"11,075.10",0.00,OPL 35 % # 5,AA/platos
26/10/19,8,93,60.44 %,"474,152",23.50,"11,142.57",250.00,OPL 35 % # 5,AA/platos
27/10/19,8,94,60.16 %,"471,955",23.75,"11,208.94",225.00,OPL 35 % # 5,AA/platos
28/10/19,8,95,59.88 %,"469,759",24.00,"11,274.21",150.00,OPL 35 % # 5,AA/platos
29/10/19,8,96,59.80 %,"469,131",24.20,"11,352.97",150.00,OPL 35 % # 5,AA/platos
30/10/19,8,97,59.70 %,"468,347",24.30,"11,380.82",0.00,OPL 35 % # 5,AA/platos
28/07/19,11,-1,100.00 %,"1,000,000.00",0.24,240.00,0.00,NA,NA
29/07/19,11,1,98.00 %,"980,000.00",0.35,343.00,75.00,NW 38 % # 3,Boleo
30/07/19,11,2,97.75 %,"977,500.00",0.46,449.65,75.00,NW 38 % # 3,Boleo
31/07/19,11,3,97.50 %,"975,000.00",0.58,565.50,75.00,NW 38 % # 3,Boleo
01/08/19,11,4,97.25 %,"972,500.00",0.69,671.03,75.00,NW 38 % # 3,Boleo
02/08/19,11,5,97.00 %,"970,000.00",0.82,795.40,75.00,NW 38 % # 3,Boleo
03/08/19,11,6,96.75 %,"967,500.00",0.95,919.13,90.00,NW 38 % # 3,Boleo
04/08/19,11,7,96.50 %,"965,000.00",1.08,"1,042.20",100.00,NW 38 % # 3,Boleo
05/08/19,11,8,96.25 %,"962,500.00",1.20,"1,155.00",105.00,NW 38 % # 3,Boleo/Platos
06/08/19,11,9,96.00 %,"960,000.00",1.40,"1,344.00",110.00,NW 35 % # 4,Boleo/Platos
07/08/19,11,10,95.75 %,"957,500.00",1.61,"1,541.58",125.00,NW 35 % # 4,Boleo/Platos
08/08/19,11,11,95.50 %,"955,000.00",1.82,"1,738.10",125.00,NW 35 % # 4,Boleo/Platos
09/08/19,11,12,95.25 %,"952,500.00",1.97,"1,876.43",125.00,NW 35 % # 4,Boleo/Platos
10/08/19,11,13,95.00 %,"950,000.00",2.13,"2,023.50",150.00,NW 35 % # 4,Boleo/Platos
11/08/19,11,14,94.50 %,"945,000.00",2.30,"2,173.50",150.00,NW 35 % # 4,Boleo/Platos
12/08/19,11,15,94.00 %,"940,000.00",2.45,"2,303.00",150.00,OPL 35 % # 5,AA/platos
13/08/19,11,16,93.50 %,"935,000.00",2.61,"2,440.35",0.00,OPL 35 % # 5,AA/platos
14/08/19,11,17,93.00 %,"930,000.00",2.77,"2,576.10",150.00,OPL 35 % # 5,AA/platos
15/08/19,11,18,92.50 %,"925,000.00",2.93,"2,710.25",190.00,OPL 35 % # 5,AA/platos
16/08/19,11,19,92.00 %,"920,000.00",3.15,"2,898.00",190.00,OPL 35 % # 5,AA/platos
17/08/19,11,20,91.50 %,"915,000.00",3.37,"3,083.55",190.00,OPL 35 % # 5,AA/platos
18/08/19,11,21,91.00 %,"910,000.00",3.60,"3,276.00",200.00,OPL 35 % # 5,AA/platos
19/08/19,11,22,90.50 %,"905,000.00",3.81,"3,448.05",200.00,OPL 35 % # 5,AA/platos
20/08/19,11,23,90.00 %,"900,000.00",4.08,"3,672.00",100.00,OPL 35 % # 5,AA/platos
21/08/19,11,24,89.50 %,"895,000.00",4.35,"3,893.25",200.00,OPL 35 % # 5,AA/platos
22/08/19,11,25,89.00 %,"890,000.00",4.62,"4,111.80",200.00,OPL 35 % # 5,AA/platos
23/08/19,11,26,88.50 %,"885,000.00",4.80,"4,248.00",200.00,OPL 35 % # 5,AA/platos
24/08/19,11,27,88.00 %,"880,000.00",4.98,"4,382.40",200.00,OPL 35 % # 5,AA/platos
25/08/19,11,28,87.50 %,"875,000.00",5.17,"4,523.75",200.00,OPL 35 % # 5,AA/platos
26/08/19,11,29,87.00 %,"870,000.00",5.35,"4,654.50",225.00,OPL 35 % # 5,AA/platos
27/08/19,11,30,86.50 %,"865,000.00",5.60,"4,844.00",0.00,OPL 35 % # 5,AA/platos
28/08/19,11,31,86.00 %,"860,000.00",5.86,"5,039.60",225.00,OPL 35 % # 5,AA/platos
29/08/19,11,32,85.50 %,"855,000.00",6.11,"5,224.05",225.00,OPL 35 % # 5,AA/platos
30/08/19,11,33,85.00 %,"850,000.00",6.35,"5,397.50",225.00,OPL 35 % # 5,AA/platos
31/08/19,11,34,84.50 %,"845,000.00",6.58,"5,560.10",225.00,OPL 35 % # 5,AA/platos
01/09/19,11,35,84.00 %,"840,000.00",6.81,"5,720.40",225.00,OPL 35 % # 5,AA/platos
02/09/19,11,36,82.00 %,"820,000.00",7.05,"5,781.00",225.00,OPL 35 % # 5,AA/platos
03/09/19,11,37,80.00 %,"800,000.00",7.40,"5,920.00",0.00,OPL 35 % # 5,AA/platos
04/09/19,11,38,78.00 %,"780,000.00",7.70,"6,006.00",225.00,OPL 35 % # 5,AA/platos
05/09/19,11,39,77.00 %,"770,000.00",8.00,"6,160.00",250.00,OPL 35 % # 5,AA/platos
06/09/19,11,40,76.00 %,"760,000.00",8.15,"6,194.00",250.00,OPL 35 % # 5,AA/platos
07/09/19,11,41,75.00 %,"750,000.00",8.30,"6,225.00",125.00,OPL 35 % # 5,AA/platos
08/09/19,11,42,74.00 %,"740,000.00",8.45,"6,253.00",125.00,OPL 35 % # 5,AA/platos
09/09/19,11,43,73.00 %,"730,000.00",8.60,"6,278.00",200.00,OPL 35 % # 5,AA/platos
10/09/19,11,44,72.00 %,"720,000.00",8.80,"6,336.00",0.00,OPL 35 % # 5,AA/platos
11/09/19,11,45,71.50 %,"715,000.00",9.00,"6,435.00",225.00,OPL 35 % # 5,AA/platos
12/09/19,11,46,71.00 %,"710,000.00",9.20,"6,532.00",250.00,OPL 35 % # 5,AA/platos
13/09/19,11,47,69.50 %,"695,000.00",9.53,"6,623.35",250.00,OPL 35 % # 5,AA/platos
14/09/19,11,48,69.30 %,"693,000.00",9.85,"6,826.05",0.00,OPL 35 % # 5,AA/platos
15/09/19,11,49,69.00 %,"690,000.00",10.17,"7,017.30",250.00,OPL 35 % # 5,AA/platos
16/09/19,11,50,68.70 %,"687,000.00",10.50,"7,213.50",250.00,OPL 35 % # 5,AA/platos
17/09/19,11,51,68.50 %,"685,000.00",10.83,"7,418.55",0.00,OPL 35 % # 5,AA/platos
18/09/19,11,52,68.00 %,"680,000.00",11.16,"7,588.80",250.00,OPL 35 % # 5,AA/platos
19/09/19,11,53,67.50 %,"675,000.00",11.50,"7,762.50",250.00,OPL 35 % # 5,AA/platos
20/09/19,11,54,67.00 %,"670,000.00",11.75,"7,872.50",275.00,OPL 35 % # 5,AA/platos
21/09/19,11,55,66.50 %,"665,000.00",12.00,"7,980.00",150.00,OPL 35 % # 5,AA/platos
22/09/19,11,56,66.00 %,"660,000.00",12.25,"8,085.00",225.00,OPL 35 % # 5,AA/platos
23/09/19,11,57,65.72 %,"657,150.00",12.50,"8,214.38",225.00,OPL 35 % # 5,AA/platos
24/09/19,11,58,65.43 %,"654,300.00",12.79,"8,365.23",0.00,OPL 35 % # 5,AA/platos
25/09/19,11,59,65.15 %,"651,450.00",13.07,"8,514.45",250.00,OPL 35 % # 5,AA/platos
26/09/19,11,60,64.86 %,"648,600.00",13.36,"8,662.05",300.00,OPL 35 % # 5,AA/platos
27/09/19,11,61,64.58 %,"645,750.00",13.64,"8,808.03",275.00,OPL 35 % # 5,AA/platos
28/09/19,11,62,64.29 %,"642,900.00",13.93,"8,952.38",275.00,OPL 35 % # 5,AA/platos
29/09/19,11,63,64.01 %,"640,050.00",14.21,"9,095.11",275.00,OPL 35 % # 5,AA/platos
30/09/19,11,64,64.00 %,"639,950.00",14.50,"9,279.28",150.00,OPL 35 % # 5,AA/platos
01/10/19,11,65,63.99 %,"639,850.00",14.76,"9,442.27",0.00,OPL 35 % # 5,AA/platos
02/10/19,11,66,63.98 %,"639,750.00",15.01,"9,605.21",200.00,OPL 35 % # 5,AA/platos
03/10/19,11,67,63.97 %,"639,650.00",15.27,"9,768.10",275.00,OPL 35 % # 5,AA/platos
04/10/19,11,68,63.96 %,"639,550.00",15.53,"9,930.93",275.00,OPL 35 % # 5,AA/platos
05/10/19,11,69,63.95 %,"639,450.00",15.79,"10,093.72",275.00,OPL 35 % # 5,AA/platos
06/10/19,11,70,63.94 %,"639,350.00",16.04,"10,256.45",275.00,OPL 35 % # 5,AA/platos
07/10/19,11,71,63.93 %,"639,250.00",16.30,"10,419.78",275.00,OPL 35 % # 5,AA/platos
08/10/19,11,72,63.92 %,"639,150.00",16.69,"10,664.22",0.00,OPL 35 % # 5,AA/platos
09/10/19,11,73,63.91 %,"639,050.00",17.07,"10,908.58",250.00,OPL 35 % # 5,AA/platos
10/10/19,11,74,63.90 %,"638,950.00",17.46,"11,152.87",300.00,OPL 35 % # 5,AA/platos
11/10/19,11,75,63.89 %,"638,850.00",17.84,"11,397.08",300.00,OPL 35 % # 5,AA/platos
12/10/19,11,76,63.88 %,"638,750.00",18.23,"11,641.22",300.00,OPL 35 % # 5,AA/platos
13/10/19,11,77,63.50 %,"635,000.00",18.61,"11,817.35",300.00,OPL 35 % # 5,AA/platos
14/10/19,11,78,63.00 %,"630,000.00",19.00,"11,970.00",300.00,OPL 35 % # 5,AA/platos
15/10/19,11,79,62.00 %,"620,000.00",19.43,"12,045.36",0.00,OPL 35 % # 5,AA/platos
16/10/19,11,80,61.00 %,"610,000.00",19.86,"12,112.16",300.00,OPL 35 % # 5,AA/platos
17/10/19,11,81,60.00 %,"600,000.00",20.28,"12,170.40",300.00,OPL 35 % # 5,AA/platos
18/10/19,11,82,59.00 %,"590,000.00",20.71,"12,220.08",300.00,OPL 35 % # 5,AA/platos
19/10/19,11,83,58.00 %,"580,000.00",21.14,"12,261.20",325.00,OPL 35 % # 5,AA/platos
20/10/19,11,84,57.00 %,"570,000.00",21.57,"12,293.76",325.00,OPL 35 % # 5,AA/platos
21/10/19,11,85,56.00 %,"560,000.00",22.00,"12,320.00",325.00,OPL 35 % # 5,AA/platos
22/10/19,11,86,54.50 %,"545,000.00",22.30,"12,153.50",0.00,OPL 35 % # 5,AA/platos
23/10/19,11,87,53.00 %,"530,000.00",22.60,"11,978.00",325.00,OPL 35 % # 5,AA/platos
24/10/19,11,88,51.50 %,"515,000.00",22.90,"11,793.50",325.00,OPL 35 % # 5,AA/platos
25/10/19,11,89,50.00 %,"500,000.00",23.20,"11,600.00",325.00,OPL 35 % # 5,AA/platos
26/10/19,11,90,49.00 %,"490,000.00",23.40,"11,466.00",325.00,OPL 35 % # 5,AA/platos
27/10/19,11,91,48.50 %,"485,000.00",23.60,"11,446.00",0.00,OPL 35 % # 5,AA/platos
28/10/19,11,92,48.00 %,"480,000.00",23.85,"11,448.00",250.00,OPL 35 % # 5,AA/platos
29/10/19,11,93,47.50 %,"475,000.00",23.90,"11,352.50",150.00,OPL 35 % # 5,AA/platos
30/10/19,11,94,47.00 %,"470,000.00",23.95,"11,256.50",250.00,OPL 35 % # 5,AA/platos
31/10/19,11,95,46.80 %,"468,000.00",24.00,"11,232.00",0.00,OPL 35 % # 5,AA/platos
